Dato,date_key,order_1,order_2,order_3,order_4,order_5,Tall1,Tall2,Tall3,Tall4,Tall5,Stjerne1,Stjerne2,source_1,source_2,source_3,source_4,source_5,n_inferred
2022-03-11,20220311,39,46,31,5,49,5,31,39,46,49,8,9,detektert,detektert,detektert,detektert,detektert,0
2022-03-18,20220318,1,38,8,43,33,1,8,33,38,43,2,6,detektert,detektert,detektert,detektert,detektert,0
2022-03-25,20220325,46,11,31,35,20,11,20,31,35,46,6,10,detektert,detektert,detektert,detektert,detektert,0
2022-03-29,20220329,15,18,10,24,39,10,15,18,24,39,2,11,detektert,detektert,detektert,detektert,inferert,1
2022-04-01,20220401,8,35,37,7,49,7,8,35,37,49,5,8,detektert,detektert,detektert,detektert,inferert,1
2022-04-05,20220405,9,10,28,38,48,9,10,28,38,48,8,12,detektert,detektert,detektert,inferert,inferert,2
2022-04-08,20220408,48,26,45,2,41,2,26,41,45,48,5,12,detektert,detektert,detektert,detektert,detektert,0
2022-04-12,20220412,20,36,24,41,19,19,20,24,36,41,4,5,detektert,detektert,detektert,detektert,detektert,0
2022-04-15,20220415,5,2,10,20,24,2,5,10,20,24,4,7,detektert,detektert,detektert,inferert,inferert,2
2022-04-19,20220419,17,7,15,35,3,3,7,15,17,35,3,4,detektert,detektert,detektert,detektert,detektert,0
2022-04-22,20220422,18,28,42,2,50,2,18,28,42,50,2,11,detektert,detektert,detektert,detektert,inferert,1
2022-04-26,20220426,27,32,41,10,49,10,27,32,41,49,1,9,detektert,detektert,detektert,detektert,inferert,1
2022-04-29,20220429,17,18,6,5,34,5,6,17,18,34,1,11,detektert,detektert,detektert,detektert,inferert,1
2022-05-03,20220503,22,6,30,24,13,6,13,22,24,30,5,10,detektert,detektert,detektert,detektert,detektert,0
2022-05-06,20220506,6,39,49,5,50,5,6,39,49,50,10,12,detektert,detektert,detektert,detektert,inferert,1
2022-05-10,20220510,34,43,50,3,7,3,7,34,43,50,5,10,detektert,detektert,detektert,detektert,detektert,0
2022-05-13,20220513,30,7,13,47,43,7,13,30,43,47,7,11,detektert,detektert,detektert,detektert,detektert,0
2022-05-17,20220517,2,41,45,13,50,2,13,41,45,50,2,3,detektert,detektert,detektert,detektert,inferert,1
2022-05-20,20220520,47,32,4,22,28,4,22,28,32,47,1,2,detektert,detektert,detektert,detektert,detektert,0
2022-05-24,20220524,47,26,40,25,45,25,26,40,45,47,4,5,detektert,detektert,detektert,detektert,inferert,1
2022-05-27,20220527,26,8,29,41,48,8,26,29,41,48,3,5,detektert,detektert,detektert,detektert,inferert,1
2022-05-31,20220531,37,30,14,50,39,14,30,37,39,50,4,12,detektert,detektert,detektert,detektert,detektert,0
2022-06-03,20220603,39,22,41,27,4,4,22,27,39,41,1,9,detektert,detektert,detektert,detektert,detektert,0
2022-06-07,20220607,49,5,7,45,48,5,7,45,48,49,3,8,detektert,detektert,detektert,detektert,detektert,0
2022-06-10,20220610,28,3,23,21,46,3,21,23,28,46,10,12,detektert,detektert,detektert,detektert,detektert,0
2022-06-14,20220614,28,30,35,50,11,11,28,30,35,50,7,8,detektert,detektert,detektert,detektert,detektert,0
2022-06-17,20220617,1,2,23,43,45,1,2,23,43,45,1,9,detektert,detektert,detektert,detektert,inferert,1
2022-06-21,20220621,6,17,49,10,29,6,10,17,29,49,2,5,detektert,detektert,detektert,detektert,detektert,0
2022-06-24,20220624,24,13,30,35,48,13,24,30,35,48,4,5,detektert,detektert,detektert,inferert,inferert,2
2022-06-28,20220628,10,23,2,29,50,2,10,23,29,50,3,10,detektert,detektert,detektert,detektert,inferert,1
2022-07-01,20220701,10,34,24,4,35,4,10,24,34,35,7,8,detektert,detektert,detektert,detektert,detektert,0
2022-07-05,20220705,16,28,7,36,43,7,16,28,36,43,2,11,detektert,detektert,detektert,inferert,inferert,2
2022-07-08,20220708,10,22,6,30,36,6,10,22,30,36,8,10,detektert,detektert,detektert,inferert,inferert,2
2022-07-12,20220712,47,16,30,26,3,3,16,26,30,47,1,2,detektert,detektert,detektert,detektert,detektert,0
2022-07-15,20220715,11,16,9,19,32,9,11,16,19,32,3,5,detektert,detektert,detektert,detektert,inferert,1
2022-07-19,20220719,23,24,37,20,43,20,23,24,37,43,9,10,detektert,detektert,detektert,detektert,inferert,1
2022-07-22,20220722,11,17,1,19,33,1,11,17,19,33,3,7,detektert,detektert,detektert,detektert,inferert,1
2022-07-26,20220726,1,7,24,2,25,1,2,7,24,25,2,5,detektert,detektert,detektert,detektert,inferert,1
2022-07-29,20220729,14,26,29,46,50,14,26,29,46,50,10,11,detektert,detektert,detektert,detektert,detektert,0
2022-08-02,20220802,39,40,11,47,6,6,11,39,40,47,7,8,detektert,detektert,detektert,detektert,detektert,0
2022-08-05,20220805,10,31,49,12,17,10,12,17,31,49,2,8,detektert,detektert,detektert,detektert,detektert,0
2022-08-09,20220809,40,26,36,23,44,23,26,36,40,44,5,10,detektert,detektert,detektert,detektert,detektert,0
2022-08-12,20220812,46,14,34,38,32,14,32,34,38,46,2,5,detektert,detektert,detektert,detektert,detektert,0
2022-08-16,20220816,32,17,49,34,4,4,17,32,34,49,4,9,detektert,detektert,detektert,detektert,detektert,0
2022-08-19,20220819,4,32,13,41,39,4,13,32,39,41,6,8,detektert,detektert,detektert,detektert,inferert,1
2022-08-23,20220823,2,21,39,9,18,2,9,18,21,39,4,10,detektert,detektert,detektert,detektert,inferert,1
2022-08-26,20220826,6,29,18,2,37,2,6,18,29,37,10,12,detektert,detektert,detektert,detektert,inferert,1
2022-08-30,20220830,27,18,49,41,45,18,27,41,45,49,7,9,detektert,detektert,detektert,detektert,inferert,1
2022-09-02,20220902,5,11,2,22,24,2,5,11,22,24,7,12,detektert,detektert,detektert,inferert,inferert,2
2022-09-06,20220906,6,38,11,10,20,6,10,11,20,38,3,9,detektert,detektert,detektert,detektert,inferert,1
2022-09-09,20220909,26,43,41,9,18,9,18,26,41,43,4,9,detektert,detektert,detektert,detektert,inferert,1
2022-09-13,20220913,20,40,26,22,34,20,22,26,34,40,8,12,detektert,detektert,detektert,detektert,detektert,0
2022-09-16,20220916,27,16,25,41,45,16,25,27,41,45,3,9,detektert,detektert,detektert,inferert,inferert,2
2022-09-20,20220920,22,2,36,40,13,2,13,22,36,40,3,5,detektert,detektert,detektert,detektert,detektert,0
2022-09-23,20220923,20,39,30,38,44,20,30,38,39,44,2,12,detektert,detektert,detektert,inferert,inferert,2
2022-09-27,20220927,44,31,23,15,26,15,23,26,31,44,1,8,detektert,detektert,detektert,inferert,inferert,2
2022-09-30,20220930,15,8,12,17,46,8,12,15,17,46,1,8,detektert,detektert,detektert,inferert,inferert,2
2022-10-04,20221004,49,17,42,48,43,17,42,43,48,49,3,7,detektert,detektert,detektert,detektert,detektert,0
2022-10-07,20221007,17,26,16,30,35,16,17,26,30,35,3,9,detektert,detektert,detektert,detektert,inferert,1
2022-10-11,20221011,7,36,47,39,35,7,35,36,39,47,3,8,detektert,detektert,detektert,detektert,inferert,1
2022-10-14,20221014,44,5,3,10,8,3,5,8,10,44,7,12,detektert,detektert,detektert,detektert,detektert,0
2022-10-18,20221018,13,18,24,34,50,13,18,24,34,50,5,6,detektert,detektert,detektert,inferert,inferert,2
2022-10-21,20221021,2,47,11,49,18,2,11,18,47,49,2,7,detektert,detektert,detektert,detektert,detektert,0
2022-10-25,20221025,37,35,26,17,39,17,26,35,37,39,3,4,detektert,detektert,detektert,detektert,inferert,1
2022-10-28,20221028,21,5,4,30,43,4,5,21,30,43,5,11,detektert,detektert,detektert,inferert,inferert,2
2022-11-01,20221101,39,32,42,18,44,18,32,39,42,44,4,7,detektert,detektert,detektert,detektert,inferert,1
2022-11-11,20221111,28,11,15,24,41,11,15,24,28,41,3,12,detektert,detektert,detektert,inferert,inferert,2
2022-11-15,20221115,7,1,48,33,11,1,7,11,33,48,9,12,detektert,detektert,detektert,detektert,inferert,1
2022-11-18,20221118,14,13,25,28,42,13,14,25,28,42,11,12,detektert,detektert,detektert,inferert,inferert,2
2022-11-22,20221122,23,20,11,46,37,11,20,23,37,46,9,11,detektert,detektert,detektert,detektert,inferert,1
2022-11-25,20221125,4,6,8,42,48,4,6,8,42,48,6,11,detektert,detektert,detektert,inferert,inferert,2
2022-11-29,20221129,37,16,46,9,32,9,16,32,37,46,7,12,detektert,detektert,detektert,detektert,detektert,0
2022-12-02,20221202,6,49,12,48,25,6,12,25,48,49,11,12,detektert,detektert,detektert,detektert,detektert,0
2022-12-06,20221206,44,12,47,37,8,8,12,37,44,47,7,10,detektert,detektert,detektert,detektert,detektert,0
2022-12-09,20221209,6,32,13,8,21,6,8,13,21,32,3,6,detektert,detektert,detektert,detektert,detektert,0
2022-12-13,20221213,3,33,13,36,47,3,13,33,36,47,3,11,detektert,detektert,detektert,inferert,inferert,2
2022-12-16,20221216,20,47,14,9,15,9,14,15,20,47,8,12,detektert,detektert,detektert,detektert,detektert,0
2022-12-20,20221220,11,43,49,26,6,6,11,26,43,49,5,8,detektert,detektert,detektert,detektert,detektert,0
2022-12-23,20221223,34,44,9,35,42,9,34,35,42,44,6,11,detektert,detektert,detektert,inferert,inferert,2
2022-12-27,20221227,44,37,34,33,28,28,33,34,37,44,4,11,detektert,detektert,detektert,detektert,detektert,0
2022-12-30,20221230,47,45,50,3,37,3,37,45,47,50,5,10,detektert,detektert,detektert,detektert,detektert,0
2023-01-03,20230103,28,50,31,37,29,28,29,31,37,50,4,5,detektert,detektert,detektert,detektert,detektert,0
2023-01-10,20230110,16,45,41,9,27,9,16,27,41,45,1,4,detektert,detektert,detektert,detektert,inferert,1
2023-01-13,20230113,34,14,41,7,49,7,14,34,41,49,4,9,detektert,detektert,detektert,detektert,inferert,1
2023-01-17,20230117,16,6,11,35,44,6,11,16,35,44,2,6,detektert,detektert,detektert,inferert,inferert,2
2023-01-20,20230120,12,15,31,1,47,1,12,15,31,47,9,10,detektert,detektert,detektert,detektert,inferert,1
2023-01-24,20230124,17,9,16,27,31,9,16,17,27,31,1,9,detektert,detektert,inferert,inferert,inferert,3
2023-01-27,20230127,34,29,9,37,4,4,9,29,34,37,3,12,detektert,detektert,detektert,detektert,detektert,0
2023-01-31,20230131,21,30,20,41,43,20,21,30,41,43,10,11,detektert,detektert,detektert,detektert,inferert,1
2023-02-03,20230203,44,7,50,17,1,1,7,17,44,50,2,10,detektert,detektert,detektert,detektert,detektert,0
2023-02-07,20230207,10,25,37,15,46,10,15,25,37,46,7,12,detektert,detektert,detektert,detektert,detektert,0
2023-02-10,20230210,10,20,3,36,42,3,10,20,36,42,8,10,detektert,detektert,detektert,inferert,inferert,2
2023-02-14,20230214,6,1,14,2,45,1,2,6,14,45,2,7,detektert,detektert,detektert,detektert,inferert,1
2023-02-17,20230217,21,12,5,15,39,5,12,15,21,39,3,4,detektert,detektert,inferert,inferert,inferert,3
2023-02-21,20230221,38,34,20,43,13,13,20,34,38,43,3,6,detektert,detektert,detektert,detektert,detektert,0
2023-02-24,20230224,12,1,5,18,20,1,5,12,18,20,6,7,detektert,detektert,detektert,inferert,inferert,2
2023-02-28,20230228,38,20,27,6,49,6,20,27,38,49,3,9,detektert,detektert,detektert,detektert,inferert,1
2023-03-03,20230303,37,18,46,1,48,1,18,37,46,48,3,7,detektert,detektert,detektert,detektert,inferert,1
2023-03-07,20230307,11,12,4,16,42,4,11,12,16,42,3,5,detektert,detektert,detektert,detektert,detektert,0
2023-03-10,20230310,39,6,46,22,17,6,17,22,39,46,5,12,detektert,detektert,detektert,detektert,detektert,0
2023-03-14,20230314,34,32,48,16,9,9,16,32,34,48,2,6,detektert,detektert,detektert,detektert,detektert,0
2023-03-17,20230317,21,18,5,29,45,5,18,21,29,45,1,6,detektert,detektert,detektert,detektert,inferert,1
2023-03-21,20230321,8,13,16,44,47,8,13,16,44,47,6,8,detektert,detektert,inferert,inferert,inferert,3
2023-03-24,20230324,26,6,23,21,43,6,21,23,26,43,3,9,detektert,detektert,detektert,detektert,inferert,1
2023-03-28,20230328,36,6,37,12,44,6,12,36,37,44,1,11,detektert,detektert,detektert,detektert,inferert,1
2023-03-31,20230331,10,31,37,11,44,10,11,31,37,44,5,12,detektert,detektert,detektert,detektert,inferert,1
2023-04-04,20230404,24,1,33,15,19,1,15,19,24,33,7,8,detektert,detektert,detektert,detektert,inferert,1
2023-04-07,20230407,28,16,32,36,48,16,28,32,36,48,5,10,detektert,detektert,detektert,detektert,inferert,1
2023-04-11,20230411,19,42,33,5,37,5,19,33,37,42,7,9,detektert,detektert,detektert,detektert,inferert,1
2023-04-14,20230414,29,11,21,7,20,7,11,20,21,29,6,11,detektert,detektert,detektert,detektert,detektert,0
2023-04-18,20230418,31,28,35,16,42,16,28,31,35,42,2,10,detektert,detektert,detektert,detektert,detektert,0
2023-04-21,20230421,5,45,13,16,41,5,13,16,41,45,3,6,detektert,detektert,inferert,inferert,inferert,3
2023-04-25,20230425,21,12,24,28,40,12,21,24,28,40,1,3,detektert,detektert,inferert,inferert,inferert,3
2023-04-28,20230428,35,30,8,4,9,4,8,9,30,35,6,7,detektert,detektert,detektert,detektert,detektert,0
2023-05-02,20230502,12,26,23,11,13,11,12,13,23,26,11,12,detektert,detektert,detektert,detektert,detektert,0
2023-05-05,20230505,17,30,18,33,35,17,18,30,33,35,6,8,detektert,detektert,inferert,inferert,inferert,3
2023-05-09,20230509,29,11,34,6,39,6,11,29,34,39,2,3,detektert,detektert,detektert,detektert,inferert,1
2023-05-12,20230512,10,32,27,30,34,10,27,30,32,34,5,8,detektert,detektert,detektert,inferert,inferert,2
2023-05-16,20230516,45,46,30,28,31,28,30,31,45,46,4,8,detektert,detektert,detektert,inferert,inferert,2
2023-05-19,20230519,20,1,8,5,35,1,5,8,20,35,3,12,detektert,detektert,detektert,detektert,detektert,0
2023-05-23,20230523,11,2,36,1,14,1,2,11,14,36,2,3,detektert,detektert,detektert,detektert,detektert,0
2023-05-26,20230526,29,47,1,3,45,1,3,29,45,47,5,8,detektert,detektert,detektert,inferert,inferert,2
2023-05-30,20230530,16,39,2,8,21,2,8,16,21,39,4,5,detektert,detektert,detektert,detektert,inferert,1
2023-06-02,20230602,8,9,11,13,50,8,9,11,13,50,6,11,detektert,detektert,detektert,inferert,inferert,2
2023-06-06,20230606,21,22,5,7,29,5,7,21,22,29,3,10,detektert,detektert,detektert,detektert,detektert,0
2023-06-09,20230609,24,8,35,13,46,8,13,24,35,46,6,8,detektert,detektert,detektert,detektert,detektert,0
2023-06-13,20230613,11,46,32,29,47,11,29,32,46,47,5,7,detektert,detektert,detektert,detektert,inferert,1
2023-06-16,20230616,42,33,36,19,5,5,19,33,36,42,7,12,detektert,detektert,detektert,detektert,inferert,1
2023-06-20,20230620,48,34,18,30,9,9,18,30,34,48,1,7,detektert,detektert,detektert,detektert,detektert,0
2023-06-23,20230623,18,2,3,23,39,2,3,18,23,39,6,8,detektert,detektert,detektert,detektert,inferert,1
2023-06-27,20230627,7,10,13,34,47,7,10,13,34,47,5,9,detektert,detektert,detektert,inferert,inferert,2
2023-06-30,20230630,43,3,14,41,23,3,14,23,41,43,2,6,detektert,detektert,detektert,detektert,inferert,1
2023-07-04,20230704,21,36,39,19,23,19,21,23,36,39,5,12,detektert,detektert,detektert,detektert,inferert,1
2023-07-07,20230707,18,40,20,9,41,9,18,20,40,41,3,9,detektert,detektert,detektert,detektert,inferert,1
2023-07-11,20230711,15,11,17,24,46,11,15,17,24,46,2,11,detektert,detektert,inferert,inferert,inferert,3
2023-07-14,20230714,12,31,4,50,2,2,4,12,31,50,6,8,detektert,detektert,detektert,detektert,detektert,0
2023-07-18,20230718,16,24,40,14,43,14,16,24,40,43,1,5,detektert,detektert,detektert,detektert,inferert,1
2023-07-21,20230721,38,16,7,22,41,7,16,22,38,41,5,9,detektert,detektert,detektert,detektert,inferert,1
2023-07-25,20230725,3,39,11,9,20,3,9,11,20,39,2,3,detektert,detektert,detektert,detektert,detektert,0
2023-07-28,20230728,36,16,34,10,49,10,16,34,36,49,3,7,detektert,detektert,detektert,detektert,detektert,0
2023-08-01,20230801,38,44,9,2,40,2,9,38,40,44,5,11,detektert,detektert,detektert,detektert,detektert,0
2023-08-04,20230804,19,38,3,32,17,3,17,19,32,38,6,7,detektert,detektert,detektert,detektert,inferert,1
2023-08-08,20230808,12,6,25,31,37,6,12,25,31,37,6,9,detektert,detektert,detektert,inferert,inferert,2
2023-08-11,20230811,35,1,36,38,39,1,35,36,38,39,3,10,detektert,detektert,detektert,inferert,inferert,2
2023-08-15,20230815,12,41,26,23,21,12,21,23,26,41,5,6,detektert,detektert,detektert,detektert,detektert,0
2023-08-18,20230818,2,22,16,28,46,2,16,22,28,46,4,8,detektert,detektert,inferert,inferert,inferert,3
2023-08-22,20230822,8,47,40,41,46,8,40,41,46,47,3,11,detektert,detektert,inferert,inferert,inferert,3
2023-08-25,20230825,5,2,11,27,38,2,5,11,27,38,10,12,detektert,detektert,detektert,inferert,inferert,2
2023-08-29,20230829,14,20,18,39,42,14,18,20,39,42,6,9,detektert,detektert,inferert,inferert,inferert,3
2023-09-01,20230901,23,16,27,1,13,1,13,16,23,27,10,11,detektert,detektert,detektert,detektert,inferert,1
2023-09-05,20230905,15,11,13,9,25,9,11,13,15,25,4,9,detektert,detektert,detektert,detektert,inferert,1
2023-09-08,20230908,46,29,21,31,49,21,29,31,46,49,5,6,detektert,detektert,detektert,detektert,detektert,0
2023-09-12,20230912,45,50,5,43,13,5,13,43,45,50,1,10,detektert,detektert,detektert,detektert,inferert,1
2023-09-15,20230915,8,10,3,31,36,3,8,10,31,36,2,3,detektert,detektert,inferert,inferert,inferert,3
2023-09-19,20230919,38,18,26,39,8,8,18,26,38,39,4,12,detektert,detektert,detektert,detektert,detektert,0
2023-09-22,20230922,45,24,31,14,44,14,24,31,44,45,7,11,detektert,detektert,detektert,detektert,detektert,0
2023-09-26,20230926,24,42,23,44,38,23,24,38,42,44,1,10,detektert,detektert,detektert,detektert,inferert,1
2023-09-29,20230929,45,24,14,29,48,14,24,29,45,48,3,9,detektert,detektert,detektert,inferert,inferert,2
2023-10-03,20231003,28,29,13,31,47,13,28,29,31,47,8,9,detektert,detektert,detektert,inferert,inferert,2
2023-10-06,20231006,17,18,40,43,50,17,18,40,43,50,9,11,detektert,detektert,detektert,detektert,detektert,0
2023-10-10,20231010,8,7,12,21,43,7,8,12,21,43,4,11,detektert,detektert,detektert,inferert,inferert,2
2023-10-13,20231013,23,30,16,37,41,16,23,30,37,41,2,9,detektert,detektert,detektert,inferert,inferert,2
2023-10-17,20231017,8,42,6,50,49,6,8,42,49,50,3,5,detektert,detektert,detektert,detektert,detektert,0
2023-10-20,20231020,16,11,46,34,22,11,16,22,34,46,2,5,detektert,detektert,detektert,detektert,detektert,0
2023-10-24,20231024,35,14,40,5,47,5,14,35,40,47,1,3,detektert,detektert,detektert,detektert,inferert,1
2023-10-27,20231027,15,6,13,20,40,6,13,15,20,40,2,8,detektert,detektert,detektert,inferert,inferert,2
2023-10-31,20231031,21,6,48,15,34,6,15,21,34,48,1,5,detektert,detektert,detektert,detektert,detektert,0
2023-11-03,20231103,21,6,23,31,39,6,21,23,31,39,1,5,detektert,detektert,inferert,inferert,inferert,3
2023-11-07,20231107,26,47,36,43,49,26,36,43,47,49,4,7,detektert,detektert,inferert,inferert,inferert,3
2023-11-10,20231110,17,22,1,29,31,1,17,22,29,31,5,6,detektert,detektert,detektert,detektert,detektert,0
2023-11-14,20231114,30,34,9,38,48,9,30,34,38,48,2,3,detektert,detektert,detektert,inferert,inferert,2
2023-11-17,20231117,4,20,28,15,14,4,14,15,20,28,7,9,detektert,detektert,detektert,detektert,inferert,1
2023-11-21,20231121,20,22,9,21,38,9,20,21,22,38,3,12,detektert,detektert,detektert,inferert,inferert,2
2023-11-24,20231124,33,39,27,34,16,16,27,33,34,39,2,7,detektert,detektert,detektert,detektert,detektert,0
2023-11-28,20231128,23,13,12,11,36,11,12,13,23,36,3,8,detektert,detektert,detektert,detektert,detektert,0
2023-12-01,20231201,38,32,45,23,49,23,32,38,45,49,1,9,detektert,detektert,detektert,detektert,detektert,0
2023-12-05,20231205,11,16,6,26,49,6,11,16,26,49,2,9,detektert,detektert,detektert,detektert,inferert,1
2023-12-08,20231208,28,2,8,32,37,2,8,28,32,37,3,6,detektert,detektert,detektert,inferert,inferert,2
2023-12-12,20231212,40,20,8,34,2,2,8,20,34,40,9,12,detektert,detektert,detektert,detektert,inferert,1
2023-12-15,20231215,18,7,17,15,39,7,15,17,18,39,1,10,detektert,detektert,detektert,detektert,inferert,1
2023-12-19,20231219,45,4,6,31,17,4,6,17,31,45,6,12,detektert,detektert,detektert,detektert,detektert,0
2023-12-22,20231222,4,6,12,31,38,4,6,12,31,38,2,12,detektert,detektert,detektert,inferert,inferert,2
2023-12-26,20231226,4,13,16,22,27,4,13,16,22,27,1,10,detektert,detektert,detektert,detektert,inferert,1
2023-12-29,20231229,48,34,21,2,40,2,21,34,40,48,2,6,detektert,detektert,detektert,detektert,detektert,0
2024-01-02,20240102,48,49,19,26,36,19,26,36,48,49,10,11,detektert,detektert,detektert,detektert,inferert,1
2024-01-05,20240105,11,32,30,45,47,11,30,32,45,47,3,10,detektert,detektert,detektert,detektert,inferert,1
2024-01-09,20240109,41,9,26,47,12,9,12,26,41,47,7,10,detektert,detektert,detektert,detektert,detektert,0
2024-01-12,20240112,31,34,3,43,45,3,31,34,43,45,6,9,detektert,detektert,detektert,inferert,inferert,2
2024-01-16,20240116,32,6,42,39,19,6,19,32,39,42,4,9,detektert,detektert,detektert,detektert,detektert,0
2024-01-19,20240119,33,12,47,18,10,10,12,18,33,47,7,10,detektert,detektert,detektert,detektert,inferert,1
2024-01-23,20240123,32,9,18,20,39,9,18,20,32,39,5,8,detektert,detektert,detektert,detektert,inferert,1
2024-01-26,20240126,23,35,37,41,18,18,23,35,37,41,6,7,detektert,detektert,detektert,detektert,detektert,0
2024-01-30,20240130,12,48,15,46,10,10,12,15,46,48,9,11,detektert,detektert,detektert,detektert,detektert,0
2024-02-02,20240202,21,17,30,13,39,13,17,21,30,39,8,11,detektert,detektert,detektert,detektert,inferert,1
2024-02-06,20240206,20,26,44,19,16,16,19,20,26,44,1,4,detektert,detektert,detektert,detektert,detektert,0
2024-02-09,20240209,20,10,22,11,4,4,10,11,20,22,7,10,detektert,detektert,detektert,detektert,detektert,0
2024-02-13,20240213,22,7,20,45,48,7,20,22,45,48,10,12,detektert,detektert,detektert,inferert,inferert,2
2024-02-16,20240216,18,7,17,11,34,7,11,17,18,34,3,5,detektert,detektert,detektert,detektert,inferert,1
2024-02-20,20240220,30,3,11,1,15,1,3,11,15,30,4,10,detektert,detektert,detektert,inferert,inferert,2
2024-02-23,20240223,41,10,19,22,37,10,19,22,37,41,2,6,detektert,detektert,detektert,detektert,inferert,1
2024-02-27,20240227,30,38,17,15,49,15,17,30,38,49,1,11,detektert,detektert,detektert,detektert,detektert,0
2024-03-01,20240301,26,34,41,13,30,13,26,30,34,41,3,7,detektert,detektert,detektert,detektert,detektert,0
2024-03-05,20240305,2,30,40,20,31,2,20,30,31,40,8,12,detektert,detektert,detektert,inferert,inferert,2
2024-03-08,20240308,2,11,17,23,49,2,11,17,23,49,4,12,detektert,detektert,detektert,detektert,inferert,1
2024-03-12,20240312,8,2,11,16,20,2,8,11,16,20,4,10,detektert,detektert,detektert,inferert,inferert,2
2024-03-15,20240315,30,49,25,16,20,16,20,25,30,49,3,10,detektert,detektert,detektert,detektert,detektert,0
2024-03-19,20240319,32,1,20,28,49,1,20,28,32,49,3,10,detektert,detektert,detektert,detektert,inferert,1
2024-03-22,20240322,37,17,5,36,50,5,17,36,37,50,3,7,detektert,detektert,detektert,detektert,inferert,1
2024-03-26,20240326,30,17,12,32,15,12,15,17,30,32,1,6,detektert,detektert,detektert,detektert,inferert,1
2024-03-29,20240329,11,7,39,31,30,7,11,30,31,39,5,10,detektert,detektert,detektert,detektert,detektert,0
2024-04-02,20240402,32,14,45,29,17,14,17,29,32,45,1,2,detektert,detektert,detektert,detektert,inferert,1
2024-04-05,20240405,5,16,30,37,8,5,8,16,30,37,1,10,detektert,detektert,detektert,detektert,detektert,0
2024-04-09,20240409,43,1,27,21,7,1,7,21,27,43,1,3,detektert,detektert,detektert,detektert,detektert,0
2024-04-12,20240412,1,47,39,49,34,1,34,39,47,49,1,12,detektert,detektert,detektert,detektert,detektert,0
2024-04-16,20240416,48,41,36,37,35,35,36,37,41,48,1,12,detektert,detektert,detektert,detektert,inferert,1
2024-04-19,20240419,34,21,14,36,8,8,14,21,34,36,1,2,detektert,detektert,detektert,detektert,inferert,1
2024-04-23,20240423,35,6,2,3,15,2,3,6,15,35,1,3,detektert,detektert,detektert,detektert,inferert,1
2024-04-26,20240426,29,18,3,23,47,3,18,23,29,47,5,12,detektert,detektert,detektert,detektert,inferert,1
2024-04-30,20240430,4,20,33,37,45,4,20,33,37,45,8,9,detektert,inferert,inferert,inferert,inferert,4
2024-05-03,20240503,40,45,9,36,17,9,17,36,40,45,5,7,detektert,detektert,detektert,detektert,detektert,0
2024-05-07,20240507,32,11,33,3,35,3,11,32,33,35,3,11,detektert,detektert,detektert,detektert,inferert,1
2024-05-10,20240510,28,31,45,39,49,28,31,39,45,49,8,11,detektert,detektert,detektert,detektert,inferert,1
2024-05-14,20240514,27,22,19,24,23,19,22,23,24,27,1,6,detektert,detektert,detektert,detektert,detektert,0
2024-05-17,20240517,48,29,1,2,36,1,2,29,36,48,1,11,detektert,detektert,detektert,detektert,detektert,0
2024-05-21,20240521,33,23,31,7,38,7,23,31,33,38,10,11,detektert,detektert,detektert,inferert,inferert,2
2024-05-24,20240524,21,2,4,3,45,2,3,4,21,45,6,12,detektert,detektert,detektert,detektert,inferert,1
2024-05-28,20240528,46,27,13,35,26,13,26,27,35,46,3,4,detektert,detektert,detektert,detektert,inferert,1
2024-05-31,20240531,4,23,34,39,45,4,23,34,39,45,6,7,detektert,detektert,detektert,detektert,inferert,1
2024-06-04,20240604,3,1,24,43,49,1,3,24,43,49,2,4,detektert,detektert,detektert,detektert,detektert,0
2024-06-07,20240607,8,45,29,15,37,8,15,29,37,45,5,10,detektert,detektert,detektert,detektert,inferert,1
2024-06-11,20240611,29,16,31,12,4,4,12,16,29,31,1,9,detektert,detektert,detektert,detektert,detektert,0
2024-06-14,20240614,42,46,10,21,27,10,21,27,42,46,2,6,detektert,detektert,detektert,detektert,detektert,0
2024-06-18,20240618,24,4,10,23,45,4,10,23,24,45,7,8,detektert,detektert,detektert,detektert,inferert,1
2024-06-21,20240621,2,22,40,30,24,2,22,24,30,40,5,6,detektert,detektert,detektert,detektert,inferert,1
2024-06-25,20240625,31,45,8,14,25,8,14,25,31,45,3,12,detektert,detektert,detektert,detektert,detektert,0
2024-06-28,20240628,30,8,1,45,43,1,8,30,43,45,10,12,detektert,detektert,detektert,detektert,inferert,1
2024-07-02,20240702,10,29,30,32,40,10,29,30,32,40,6,12,detektert,inferert,inferert,inferert,inferert,4
2024-07-05,20240705,4,16,32,25,11,4,11,16,25,32,1,11,detektert,detektert,detektert,detektert,detektert,0
2024-07-09,20240709,5,14,44,25,26,5,14,25,26,44,8,10,detektert,detektert,detektert,detektert,detektert,0
2024-07-12,20240712,34,30,2,32,14,2,14,30,32,34,3,4,detektert,detektert,detektert,detektert,inferert,1
2024-07-16,20240716,27,43,8,36,22,8,22,27,36,43,5,8,detektert,detektert,detektert,detektert,detektert,0
2024-07-19,20240719,18,32,13,26,22,13,18,22,26,32,10,11,detektert,detektert,detektert,detektert,detektert,0
2024-07-23,20240723,9,13,21,24,38,9,13,21,24,38,6,12,detektert,detektert,detektert,inferert,inferert,2
